














"Como posso saber ser vou poder emendar uma férias vencida na outra que está para vencer?",Considerações Gerais / Acumulo de férias
"Em quais situacoes posso acumular ferias?",Considerações Gerais / Acumulo de férias
"Em quais situações posso acumular férias?",Considerações Gerais / Acumulo de férias
"E permitido acumular ferias?",Considerações Gerais / Acumulo de férias
"É permitido acumular férias?",Considerações Gerais / Acumulo de férias
"E possivel acumular dois periodos de ferias?",Considerações Gerais / Acumulo de férias
"É possível acumular dois períodos de férias?",Considerações Gerais / Acumulo de férias
"eu posso juntar duas ferias ?",Considerações Gerais / Acumulo de férias
"Ha restricoes para acumulo de ferias?",Considerações Gerais / Acumulo de férias
"Há restrições para acumulo de férias?",Considerações Gerais / Acumulo de férias
"ja tenho quase duas ferias vencidas.",Considerações Gerais / Acumulo de férias
"já tenho quase duas férias vencidas.",Considerações Gerais / Acumulo de férias
"O empregador pode se recusar a dar ferias quando o empregado pede?",Considerações Gerais / Acumulo de férias
"O empregador pode se recusar a dar férias quando o empregado pede?",Considerações Gerais / Acumulo de férias
"O que acontece nas situações de duas férias acumuladas?",Considerações Gerais / Acumulo de férias
"Posso acumular férias?",Considerações Gerais / Acumulo de férias
"Posso emendar duas férias?",Considerações Gerais / Acumulo de férias
"Posso entrar em acordo com meu gerente e acumular duas ferias?",Considerações Gerais / Acumulo de férias
"Posso entrar em acordo com meu gerente e acumular duas férias?",Considerações Gerais / Acumulo de férias
"Posso ser punido por não tirar férias ?",Considerações Gerais / Acumulo de férias
"Posso tirar duas férias de uma vez?",Considerações Gerais / Acumulo de férias
"Qual o procedimento quando do vencimento das segundas férias?",Considerações Gerais / Acumulo de férias
"Tenho uma ferias vencida e outra esta chegando.",Considerações Gerais / Acumulo de férias
"Tenho uma férias vencida e outra está chegando. O que faço?",Considerações Gerais / Acumulo de férias
"Descanso semanal conta com férias ?",Considerações Gerais / Período de Férias
"Descanso semanal faz parte de férias ",Considerações Gerais / Período de Férias
"Descanso semanal faz parte de férias ?",Considerações Gerais / Período de Férias
"Desejo fazer um intercâmbio posso fazer isso nas férias?",Considerações Gerais / Período de Férias
"dias férias",Considerações Gerais / Período de Férias
"entrei na empresa em janeiro de 2015 e ainda nao tirei ferias quais sao os meus direitos?",Considerações Gerais / Período de Férias
"E possivel fracionar o periodo de ferias?",Considerações Gerais / Período de Férias
"É possível fracionar o período de férias?",Considerações Gerais / Período de Férias
"ferias proporcionais",Considerações Gerais / Período de Férias
"Final de semana conta como dia de férias ?",Considerações Gerais / Período de Férias
"maximo de dias para férias",Considerações Gerais / Período de Férias
"O que devo fazer para dividir minhas ferias em dois periodos?",Considerações Gerais / Período de Férias
"O que devo fazer para dividir minhas férias em dois períodos?",Considerações Gerais / Período de Férias
"Posso dividir minhas ferias?",Considerações Gerais / Período de Férias
"Posso dividir minhas férias?",Considerações Gerais / Período de Férias
"Posso ficar 40 dias de férias?",Considerações Gerais / Período de Férias
"Quais os requisitos para dividir as ferias?",Considerações Gerais / Período de Férias
"Quais os requisitos para dividir as férias?",Considerações Gerais / Período de Férias
"qual máximo de dias permitdos?",Considerações Gerais / Período de Férias
"Qual o período máximo de ferias?",Considerações Gerais / Período de Férias
"Qual o período máximo de férias?",Considerações Gerais / Período de Férias
"Qual o período máximo de Férias?",Considerações Gerais / Período de Férias
"Qual o prazo máximo de período de Ferias?",Considerações Gerais / Período de Férias
"Qual o prazo máximo de período de férias?",Considerações Gerais / Período de Férias
"Qual o prazo máximo de período de Férias?",Considerações Gerais / Período de Férias
"qual o prazo máximo do período de férias?",Considerações Gerais / Período de Férias
"quantos dias de férias posso tirar?",Considerações Gerais / Período de Férias
"Quantos dias eu posso ter de férias?",Considerações Gerais / Período de Férias
"Quantos dias tem as férias?",Considerações Gerais / Período de Férias
"Quanto tempo de férias eu tenho por ano?",Considerações Gerais / Período de Férias
"Quem tem o direito de dividir as ferias?",Considerações Gerais / Período de Férias
"Quem tem o direito de dividir as férias?",Considerações Gerais / Período de Férias
"Quero fracionar as ferias como faço?",Considerações Gerais / Período de Férias
"Todos podem dividir as ferias?",Considerações Gerais / Período de Férias
"Todos podem dividir as férias?",Considerações Gerais / Período de Férias
"Em quais casos devo tirar as ferias em um unico periodo?",Considerações Gerais / Período único de Férias Obrigatório
"Em quais casos devo tirar as férias em um único período?
",Considerações Gerais / Período único de Férias Obrigatório
"E necessario tirar as ferias em um unico periodo?",Considerações Gerais / Período único de Férias Obrigatório
"É necessário tirar as férias em um único período?",Considerações Gerais / Período único de Férias Obrigatório
"E se o empregado tem menos de 18 anos ou mais de 50 anos qual e a regra?",Considerações Gerais / Período único de Férias Obrigatório
"E se o empregado tem menos de 18 anos ou mais de 50 anos qual é a regra?",Considerações Gerais / Período único de Férias Obrigatório
"Existe alguma restricao para tirar as ferias em um so periodo?",Considerações Gerais / Período único de Férias Obrigatório
"Existe alguma restrição para tirar as férias em um só período?",Considerações Gerais / Período único de Férias Obrigatório
"Quem deve tirar as ferias em um unico periodo?",Considerações Gerais / Período único de Férias Obrigatório
"Quem deve tirar as férias em um único período?",Considerações Gerais / Período único de Férias Obrigatório
"Quem nao pode dividir as ferias?",Considerações Gerais / Período único de Férias Obrigatório
"Quem não pode dividir as férias?",Considerações Gerais / Período único de Férias Obrigatório
"Quem nao pode fracionar as ferias?",Considerações Gerais / Período único de Férias Obrigatório
"Quem não pode fracionar as férias?",Considerações Gerais / Período único de Férias Obrigatório
"Tenho 52 anos porque não posso tirar férias em dois períodos?",Considerações Gerais / Período único de Férias Obrigatório
"Tenho 55 anos e quero fracionar as minhas ferias?",Considerações Gerais / Período único de Férias Obrigatório
"Tenho cinquenta e cinco anos e quero fracionar as minhas ferias?",Considerações Gerais / Período único de Férias Obrigatório
"Tenho cinquenta e cinco anos posso tirar 20 dias de ferias?",Considerações Gerais / Período único de Férias Obrigatório
"Tenho mais de 50 anos posso fracionar minhas férias?",Considerações Gerais / Período único de Férias Obrigatório
"Tenho mais de 50 anos posso vender minhas férias?",Considerações Gerais / Período único de Férias Obrigatório
"Com quantos dias de antecedência a empresa pode determinar minha saída de férias?",Data da comunicação de saída de Férias
"Qual o prazo para receber uma resposta sobre a solicitação de férias no sistema?",Data da comunicação de saída de Férias
"Amo trabalhar e não quero tirar férias posso trabalhar durante esse período?",Férias - Direito Irrenunciável
"As pessoas da Magna trabalham após ter assinado férias?",Férias - Direito Irrenunciável
"Em caso que não quera usufruir as ferias?",Férias - Direito Irrenunciável
"Em outras empresas sempre trabalhei nas férias. Algum problema?",Férias - Direito Irrenunciável
"Em se tratando de férias é possível renunciar ao direito às férias?",Férias - Direito Irrenunciável
"É permitido trabalhar alguns dias durante as férias e descansar depois?",Férias - Direito Irrenunciável
"Férias são obrigatórias?",Férias - Direito Irrenunciável
"Não posso tirar férias o que fazer?",Férias - Direito Irrenunciável
"Por que tenho que tirar férias?",Férias - Direito Irrenunciável
"Posso adiantar minhas férias para eu receber o pagamento e descansar depois?",Férias - Direito Irrenunciável
"Posso formalizar meu período de férias e iniciá-las em outro período?",Férias - Direito Irrenunciável
"Posso trabalhar nas férias?",Férias - Direito Irrenunciável
"Recebi as férias em dinheiro porque venceram e eu não descansei. Isso é comum na Magna?",Férias - Direito Irrenunciável
"Recebi uma informação que meu 2º período aquisitivo está vencendo mas não posso iniciar minhas férias no momento devido a demanda do projeto o que pode ser feito?",Férias - Direito Irrenunciável
"Sou obrigado a sair em férias?",Férias - Direito Irrenunciável
"Sou obrigado a tirar férias?",Férias - Direito Irrenunciável
"Toda empresa precisa liberar as pessoas para gozar o período de férias?",Férias - Direito Irrenunciável
"Aonde marco minhas férias?",Fluxo do processo de Solicitação de Férias / Colaborador
"Como posso marcar férias?",Fluxo do processo de Solicitação de Férias / Colaborador
"posso agendar minhas férias no mesmo período do meu parceiro",Fluxo do processo de Solicitação de Férias / Colaborador
"posso agendar minhas férias no mesmo período do meu parceiro?",Fluxo do processo de Solicitação de Férias / Colaborador
"Posso pedir férias por email?",Fluxo do processo de Solicitação de Férias / Colaborador
"Quem pode marcar férias?",Fluxo do processo de Solicitação de Férias / Colaborador
"Acho que o meu processo de férias não está certo com quem eu falo?",Fluxo do processo de Solicitação de Férias / Departamento Pessoal
"Com quem falo sobre o meu processo de férias?",Fluxo do processo de Solicitação de Férias / Departamento Pessoal
"Tenho dúvidas sobre o meu processo de férias?",Fluxo do processo de Solicitação de Férias / Departamento Pessoal
"Preciso de aprovação para marcar férias?",Fluxo do processo de Solicitação de Férias / Gestor 
"quem aprova as ferias?",Fluxo do processo de Solicitação de Férias / Gestor 
"quem aprova as férias?",Fluxo do processo de Solicitação de Férias / Gestor 
"Quem aprova minhas férias?",Fluxo do processo de Solicitação de Férias / Gestor 
"quem autoriza a Ferias",Fluxo do processo de Solicitação de Férias / Gestor 
"quem autoriza a férias",Fluxo do processo de Solicitação de Férias / Gestor 
"13",Não se aplica!
"8458",Não se aplica!
"Acabei de casar posso incluir minha mulher no plano de saúde?",Não se aplica!
"Adiantamento salarial",Não se aplica!
"A Magna Sistema possui parecia com Agencias de Viagem que para desconto pacotes de férias?",Não se aplica!
"Aonde viajar nas férias?",Não se aplica!
"A partir de quantas horas negativas no mês sou descontado?",Não se aplica!
"aviso",Não se aplica!
"aviso previo",Não se aplica!
"churros",Não se aplica!
"coisa",Não se aplica!
"Como conseguir ter um coaching ?",Não se aplica!
"como eu faço um bolo",Não se aplica!
"como eu faço um bolo de ferias",Não se aplica!
"Como funciona o Vale-Refeição?",Não se aplica!
"dia+salário",Não se aplica!
"Estou com problemas no banco de horas com quem falo?",Não se aplica!
"Estou de férias ? ",Não se aplica!
"existe férias ?",Não se aplica!
"= Ferias?",Não se aplica!
"Férias são legais ? ",Não se aplica!
"fernando de noronha",Não se aplica!
"Franklin tem merece um aumento ?",Não se aplica!
"horas",Não se aplica!
"IBM",Não se aplica!
"IBM NOTES",Não se aplica!
"Leandro?",Não se aplica!
"lugares pra ferias",Não se aplica!
"lugar para férias",Não se aplica!
"magna filha da puta",Não se aplica!
"Maximo",Não se aplica!
"Meu filho nasceu quantos dias de abono eu tenho?",Não se aplica!
"não foi isso que eu te perguntei.",Não se aplica!
"Nas férias tentei comprar passagens aéreas e notei que são mais baratas quando se originam ou se destinam no aeroporto de Guarulhos. Qual o motivo disso?",Não se aplica!
"O DATASTAGE TEM FERIAS ?",Não se aplica!
"O DATASTAGE TEM FUTURO ?",Não se aplica!
"oi",Não se aplica!
"oi?",Não se aplica!
"olÃ¡",Não se aplica!
"onde fica a Magna?",Não se aplica!
"Onde você está ?",Não se aplica!
"o palmeiras tem mundial ?",Não se aplica!
"O que é o controle de frequência?",Não se aplica!
"Para onde devo ir nas minhas férias?",Não se aplica!
"Para onde devo viajar?",Não se aplica!
"PLR",Não se aplica!
"Porque seus óculos somem e reaparecem misteriosamente?",Não se aplica!
"Posso abonar ida ao médico?",Não se aplica!
"Posso jogar Pokêmon nas minhas férias?",Não se aplica!
"Posso mudar o meu plano de assistência médica?",Não se aplica!
"praia",Não se aplica!
"Qual o melhor lugar para viajar nas ferias ? ",Não se aplica!
"Qual o melhor lugar para viajar nas férias ? ",Não se aplica!
"Qual o percentual que sou descontado no VR?",Não se aplica!
"Qual o período do Banco de Horas?",Não se aplica!
"Quando vou receber meu salario ",Não se aplica!
"Quantas horas são abonadas para ir ao dentista?",Não se aplica!
"Quantas horas são abonadas para levar o filho ao médico?",Não se aplica!
"Quantos dias de abono tenho em caso de casamento?",Não se aplica!
"Quem está de férias ? ",Não se aplica!
"quem e voce",Não se aplica!
"quem é você?",Não se aplica!
"Quem é você?",Não se aplica!
"Quem vai me substituir nas férias ? ",Não se aplica!
"sabe com quem você esta falando ?",Não se aplica!
"Sabe com quem você está falando?",Não se aplica!
"saber",Não se aplica!
"Salario",Não se aplica!
"salário",Não se aplica!
"Se eu for no funeral do meu tio/primo serei descontado?",Não se aplica!
"Seu nome não é Washington?",Não se aplica!
"test",Não se aplica!
"teste",Não se aplica!
"Teste",Não se aplica!
"teste 123",Não se aplica!
"timesheet",Não se aplica!
"Vale-Refeição",Não se aplica!
"valor",Não se aplica!
"Vamos conversar sobre outro assunto que não seja férias ?",Não se aplica!
"viagem para relaxar",Não se aplica!
"você gosta de férias?",Não se aplica!
"você tira férias?",Não se aplica!
"A partir de quando tenho direito a férias?",Período Aquisitivo
"As férias são um direito de todos?",Período Aquisitivo
"É possível negociar uns dias de férias antecipadas com o meu gestor mesmo que eu não tenha completos doze meses de trabalho?",Período Aquisitivo
"Ferias",Período Aquisitivo
"férias",Período Aquisitivo
"Fui admitido e agendei uma viagem com dez meses de casa. Preciso de férias. Como faço?",Período Aquisitivo
"Gostaria de saber a partir de que data posso tirar férias tenho dúvidas em relação a data de início de gozo de férias.",Período Aquisitivo
"O que e periodo aquisitivo?",Período Aquisitivo
"O que é período aquisitivo?",Período Aquisitivo
"periodo de ferias",Período Aquisitivo
"Periodo de ferias",Período Aquisitivo
"periodo de férias",Período Aquisitivo
"período de férias",Período Aquisitivo
"Por que tenho que tirar férias ? ",Período Aquisitivo
"Posso iniciar minhas férias antes de completar um ano de empresa?",Período Aquisitivo
"Posso pedir antecipação de férias?",Período Aquisitivo
"Posso pedir férias depois de seis meses de trabalho?",Período Aquisitivo
"Posso tirar ferias?",Período Aquisitivo
"Posso tirar férias antes de um ano de empresa?",Período Aquisitivo
"Preciso de Férias",Período Aquisitivo
"Quando posso tirar ferias?",Período Aquisitivo
"quando posso tirar férias",Período Aquisitivo
"Quando sei que minhas férias irão vencer?",Período Aquisitivo
"Quando será as minhas férias",Período Aquisitivo
"Quando será as minhas férias?",Período Aquisitivo
"Quando sera concedido as ferias ao empregado?",Período Aquisitivo
"Quando será concedido as férias ao empregado?",Período Aquisitivo
"Quando se tem direito as ferias?",Período Aquisitivo
"Quando se tem direito às férias?",Período Aquisitivo
"Quando vencem as férias?",Período Aquisitivo
"quando você vai tirar férias?",Período Aquisitivo
"Quando vou ter ferias",Período Aquisitivo
"quero sair de férias",Período Aquisitivo
"quero tirar férias",Período Aquisitivo
"Sao exigidos quantos meses de exercicio para cada periodo aquisitivo de ferias?",Período Aquisitivo
"São exigidos quantos meses de exercício para cada período aquisitivo de férias?",Período Aquisitivo
"você gosta de férias?",Período Aquisitivo
"As ferias podem ter inicio aos sabados domingos ou feriados?",Política de Solicitação de Férias / Data de início das Férias
"As férias podem ter início aos sábados domingos ou feriados?",Política de Solicitação de Férias / Data de início das Férias
"Caso a segunda-feira seja ponte de feriado posso solicitar o início das férias na quarta-feira?",Política de Solicitação de Férias / Data de início das Férias
"Em que dia posso iniciar minhas férias?",Política de Solicitação de Férias / Data de início das Férias
"É possível iniciar as ferias após um feriado?",Política de Solicitação de Férias / Data de início das Férias
"É possível iniciar as férias após um feriado?",Política de Solicitação de Férias / Data de início das Férias
"Existe algum dia específico para sair de ferias?",Política de Solicitação de Férias / Data de início das Férias
"Existe algum dia específico para sair de férias?",Política de Solicitação de Férias / Data de início das Férias
"Gostaria de saber a partir de que data posso tirar ferias tenho duvidas em relação a data de inicio de gozo ferias.",Política de Solicitação de Férias / Data de início das Férias
"Já me programei para viajar e sair em férias mas pretendo iniciar a partir de um quarta-feira",Política de Solicitação de Férias / Data de início das Férias
"Porque preciso sair de férias só na segunda-feira?",Política de Solicitação de Férias / Data de início das Férias
"Posso agendar minhas férias para que dia?",Política de Solicitação de Férias / Data de início das Férias
"Posso escolher o dia de inicio das ferias?",Política de Solicitação de Férias / Data de início das Férias
"Posso escolher o dia de início das férias?",Política de Solicitação de Férias / Data de início das Férias
"Posso escolher qualquer dia para tirar ferias?
",Política de Solicitação de Férias / Data de início das Férias
"Posso escolher qualquer dia para tirar férias?",Política de Solicitação de Férias / Data de início das Férias
"Posso iniciar minhas ferias em qualquer data?",Política de Solicitação de Férias / Data de início das Férias
"Posso iniciar minhas férias em qualquer data?",Política de Solicitação de Férias / Data de início das Férias
"Posso iniciar minhas férias na sexta-feira?",Política de Solicitação de Férias / Data de início das Férias
"Posso programar minhas férias a partir do dia do meu aniversário?
",Política de Solicitação de Férias / Data de início das Férias
"Posso sair de férias numa sexta-feira?",Política de Solicitação de Férias / Data de início das Férias
"Pretendo sair em férias no dia do meu casamento é possível?",Política de Solicitação de Férias / Data de início das Férias
"Qual dia da semana posso iniciar minhas férias?
",Política de Solicitação de Férias / Data de início das Férias
"Quando eu posso sair de férias?",Política de Solicitação de Férias / Data de início das Férias
"Quando posso iniciar minhas férias?
",Política de Solicitação de Férias / Data de início das Férias
"quando você quer tirar férias?",Política de Solicitação de Férias / Data de início das Férias
"Caso minha licença maternidade termine em um sábado ou domingo a partir de qual dia será o início das minhas férias?",Política de Solicitação de Férias / Data de início das Férias após Licença-Maternidade
"Devo fazer algo previamente para ter a programação de férias depois de minha licença maternidade ter terminado?",Política de Solicitação de Férias / Data de início das Férias após Licença-Maternidade
"E necessario iniciar as ferias em uma segunda feira apos retornar de licenca maternidade?",Política de Solicitação de Férias / Data de início das Férias após Licença-Maternidade
"É necessário iniciar as férias em uma segunda feira após retornar de licença maternidade?",Política de Solicitação de Férias / Data de início das Férias após Licença-Maternidade
"É possível aprovação de férias após retorno da licença maternidade?",Política de Solicitação de Férias / Data de início das Férias após Licença-Maternidade
"E possivel sair de ferias logo apos o termino do periodo de licença maternidade?",Política de Solicitação de Férias / Data de início das Férias após Licença-Maternidade
"É possível sair de férias logo após o término do período de licença maternidade?
",Política de Solicitação de Férias / Data de início das Férias após Licença-Maternidade
"licença-maternidade",Política de Solicitação de Férias / Data de início das Férias após Licença-Maternidade
"Posso agendar as férias a partir do término da licença maternidade?",Política de Solicitação de Férias / Data de início das Férias após Licença-Maternidade
"Posso emendar o retorno da licença maternidade com as ferias?",Política de Solicitação de Férias / Data de início das Férias após Licença-Maternidade
"Posso emendar o retorno da licença maternidade com as férias?",Política de Solicitação de Férias / Data de início das Férias após Licença-Maternidade
"Posso pedir ferias apos o periodo de licenca maternidade?",Política de Solicitação de Férias / Data de início das Férias após Licença-Maternidade
"Posso pedir férias após o período de licença maternidade?",Política de Solicitação de Férias / Data de início das Férias após Licença-Maternidade
"Pretendo programar minhas férias na sequência ao término da licença maternidade como devo proceder?",Política de Solicitação de Férias / Data de início das Férias após Licença-Maternidade
"Quero tirar ferias logo apos a licenca maternidade. Tenho que iniciar em uma segunda-feira?",Política de Solicitação de Férias / Data de início das Férias após Licença-Maternidade
"Quero tirar férias logo após a licença maternidade. Tenho que iniciar em uma segunda-feira?",Política de Solicitação de Férias / Data de início das Férias após Licença-Maternidade
"Tenho que iniciar minhas ferias em uma segunda-feira mesmo retornando de licenca-maternidade?",Política de Solicitação de Férias / Data de início das Férias após Licença-Maternidade
"Tenho que iniciar minhas férias em uma segunda-feira mesmo retornando de licença-maternidade?",Política de Solicitação de Férias / Data de início das Férias após Licença-Maternidade
"A Magna libera os profissionais para escolherem fracionar as férias em períodos?",Política de Solicitação de Férias / Quantidade de dias de descanso
"As ferias serao sempre de 30 dias?",Política de Solicitação de Férias / Quantidade de dias de descanso
"As férias serão sempre de 30 dias?",Política de Solicitação de Férias / Quantidade de dias de descanso
"De quais formas posso dividir minhas ferias?",Política de Solicitação de Férias / Quantidade de dias de descanso
"De quais formas posso dividir minhas férias?",Política de Solicitação de Férias / Quantidade de dias de descanso
"E possivel dividir as ferias em quantos periodos?",Política de Solicitação de Férias / Quantidade de dias de descanso
"É possível dividir as férias em quantos períodos?",Política de Solicitação de Férias / Quantidade de dias de descanso
"periodo de ferias",Política de Solicitação de Férias / Quantidade de dias de descanso
"periodo de férias divisão",Política de Solicitação de Férias / Quantidade de dias de descanso
"Posso dividir as férias em dois períodos?",Política de Solicitação de Férias / Quantidade de dias de descanso
"posso dividir minhas ferias",Política de Solicitação de Férias / Quantidade de dias de descanso
"Posso dividir minhas férias em meses diferentes?",Política de Solicitação de Férias / Quantidade de dias de descanso
"Posso dividir minhas ferias em varias partes?",Política de Solicitação de Férias / Quantidade de dias de descanso
"Posso dividir minhas férias em várias partes?",Política de Solicitação de Férias / Quantidade de dias de descanso
"posso fracionar as férias?",Política de Solicitação de Férias / Quantidade de dias de descanso
"posso fracionar as férias em quantos periodos?",Política de Solicitação de Férias / Quantidade de dias de descanso
"Posso fracionar minhas ferias",Política de Solicitação de Férias / Quantidade de dias de descanso
"posso parcelar as ferias quantas vezes?",Política de Solicitação de Férias / Quantidade de dias de descanso
"Posso tirar os 30 dias de férias em 3 períodos de 10?",Política de Solicitação de Férias / Quantidade de dias de descanso
"Posso vender completamente minhas ferias?",Política de Solicitação de Férias / Quantidade de dias de descanso
"Posso vender completamente minhas férias?",Política de Solicitação de Férias / Quantidade de dias de descanso
"Posso vender os 30 dias de férias?",Política de Solicitação de Férias / Quantidade de dias de descanso
"Preciso dividir meu período aquisitivo de férias para conciliar com período escolares dos meus filhos pequenos. Tudo bem?",Política de Solicitação de Férias / Quantidade de dias de descanso
"Pretendo dividir minhas férias em três períodos?",Política de Solicitação de Férias / Quantidade de dias de descanso
"quais são os períodos de férias?",Política de Solicitação de Férias / Quantidade de dias de descanso
"Qual o periodo de ferias",Política de Solicitação de Férias / Quantidade de dias de descanso
"Quando retorno de ferias?",Política de Solicitação de Férias / Quantidade de dias de descanso
"quantos dias eu posso sair de ferias",Política de Solicitação de Férias / Quantidade de dias de descanso
"quero fracionar férias?",Política de Solicitação de Férias / Quantidade de dias de descanso
"Com quem devo tirar minhas duvidas com relação ao saldo de ferias no sistema?",Política de Solicitação de Férias / Saldo de Férias
"Com quem devo tirar minhas dúvidas com relação ao saldo de férias no sistema?",Política de Solicitação de Férias / Saldo de Férias
"Meu saldo de ferias esta incorreto no sistema.",Política de Solicitação de Férias / Saldo de Férias
"Meu saldo de férias está incorreto no sistema. Como proceder?",Política de Solicitação de Férias / Saldo de Férias
"O que devo fazer quando o sistema aponta meu saldo de ferias incorretamente?",Política de Solicitação de Férias / Saldo de Férias
"O que devo fazer quando o sistema aponta meu saldo de férias incorretamente?",Política de Solicitação de Férias / Saldo de Férias
"O que faco quando o saldo de ferias no sistema esta errado?",Política de Solicitação de Férias / Saldo de Férias
"O que faço quando o saldo de férias no sistema está errado?",Política de Solicitação de Férias / Saldo de Férias
"O sistema não aponta corretamente meu saldo de ferias.",Política de Solicitação de Férias / Saldo de Férias
"O sistema não aponta corretamente meu saldo de férias. Quem devo consultar?",Política de Solicitação de Férias / Saldo de Férias
"Quem devo consultar em caso de duvidas com o saldo de ferias?",Política de Solicitação de Férias / Saldo de Férias
"Quem devo consultar em caso de dúvidas com o saldo de férias?",Política de Solicitação de Férias / Saldo de Férias
"aonde eu posso fazer a solicitação de ferias",Política de Solicitação de Férias / Sistema
"como eu tiro ferias",Política de Solicitação de Férias / Sistema
"Como faço para tirar férias?",Política de Solicitação de Férias / Sistema
"como solicito minhas ferias",Política de Solicitação de Férias / Sistema
"Como solicito minhas férias?",Política de Solicitação de Férias / Sistema
"Devo pedir aprovação para alguém do meu período de férias?",Política de Solicitação de Férias / Sistema
"onde eu posso fazer a minha solicitação de ferias",Política de Solicitação de Férias / Sistema
"Onde eu posso marcar minhas férias?",Política de Solicitação de Férias / Sistema
"Onde eu solicito a minhas ferias?",Política de Solicitação de Férias / Sistema
"onde marcar as minhas ferias",Política de Solicitação de Férias / Sistema
"Onde marco minhas férias?",Política de Solicitação de Férias / Sistema
"Onde posso marcar minhas férias?",Política de Solicitação de Férias / Sistema
"Onde solicito minhas férias?",Política de Solicitação de Férias / Sistema
"Pedi ferias por email para o RH e eles não me responderam",Política de Solicitação de Férias / Sistema
"Por onde solicito as minhas férias?",Política de Solicitação de Férias / Sistema
"Preciso informar alguém sobre minhas ferias ? ",Política de Solicitação de Férias / Sistema
"Preciso informar alguém sobre minhas férias ? ",Política de Solicitação de Férias / Sistema
"As ferias devem ser solicitadas quantos dias antes da data pretendida?",Prazos / Colaborador
"As férias devem ser solicitadas quantos dias antes da data pretendida?",Prazos / Colaborador
"As ferias precisam ser agendadas com antecedencia?",Prazos / Colaborador
"As férias precisam ser agendadas com antecedência?",Prazos / Colaborador
"Devo solicitar minhas ferias com quantos dias de antecedencia?",Prazos / Colaborador
"Devo solicitar minhas férias com quantos dias de antecedência?",Prazos / Colaborador
"E necessario solicitar as ferias quantos dias antes?",Prazos / Colaborador
