"Qual o tempo limite para meu gestor aprovar minhas férias?",Prazo de aprovação de férias do colaborador
"Meu gerente deve verificar minha solicitação de férias em até quantos dias?",Prazo de aprovação de férias do colaborador
"Qual o prazo para receber uma resposta sobre a solicitação de férias no sistema?",Prazo de aprovação de férias do colaborador
"À partir da data de solicitação de férias em quantos dias recebo uma resposta?",Prazo de aprovação de férias do colaborador
"Como é feito o pagamento das férias?",Prazo de pagamento de férias
"Em qual dia recebo o pagamento das minhas férias?",Prazo de pagamento de férias
"O pagamento das férias é feito em qual data?",Prazo de pagamento de férias
"Qual o prazo de pagamento das férias?",Prazo de pagamento de férias
"Qual a data de pagamento das férias?",Prazo de pagamento de férias
"Recebo minhas férias de que forma?",Prazo de pagamento de férias
"Devo solicitar minhas férias com quantos dias de antecedência?",Prazo de solicitação de férias do colaborador
"Posso agendar minhas férias para que dia?",Prazo de solicitação de férias do colaborador
"É necessário solicitar as férias quantos dias antes?",Prazo de solicitação de férias do colaborador
"As férias precisam ser agendadas com antecedência?",Prazo de solicitação de férias do colaborador
"As férias devem ser solicitadas quantos dias antes da data pretendida?",Prazo de solicitação de férias do colaborador
"Qual o prazo mínimo para a solicitação de férias?",Prazo de solicitação de férias do colaborador
"Qual o prazo limite para a reprogramação de férias?",Reprogramação de férias com prazo inferior a 40 dias
"O que devo fazer para reprogramar as minhas férias?",Reprogramação de férias com prazo inferior a 40 dias
"Minhas férias estavam marcadas para semana que vem porém quero reprogramá-las. O que devo fazer?",Reprogramação de férias com prazo inferior a 40 dias
"O que acontece caso eu solicite minhas férias com prazo inferior a 40 dias?",Reprogramação de férias com prazo inferior a 40 dias
"É possível reprogramar as férias?",Reprogramação de férias com prazo inferior a 40 dias
"É possível solicitar férias com prazo inferior à data limite?",Reprogramação de férias com prazo inferior a 40 dias
"O sistema não aponta corretamente meu saldo de férias. Quem devo consultar?",Saldo de férias no Sistema de Solicitação de Férias
"Quem devo consultar em caso de dúvidas com o saldo de férias?",Saldo de férias no Sistema de Solicitação de Férias
"Meu saldo de férias está incorreto no sistema. Como proceder?",Saldo de férias no Sistema de Solicitação de Férias
"O que faço quando o saldo de férias no sistema está errado?",Saldo de férias no Sistema de Solicitação de Férias
"Com quem devo tirar minhas dúvidas com relação ao saldo de férias no sistema?",Saldo de férias no Sistema de Solicitação de Férias
"O que devo fazer quando o sistema aponta meu saldo de férias incorretamente?",Saldo de férias no Sistema de Solicitação de Férias
